province_region,NOC code,Occupational Group,2016,2017,2018,2019,2020,2021,2022,2023
Quebec,9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",0,2,0,4,13,13,66,79
Quebec,9442,"Weavers, knitters and other fabric making occupations",0,0,1,6,34,0,59,19
Quebec,9445,"Fabric, fur and leather cutters",0,0,0,0,0,0,4,10
Quebec,9446,Industrial sewing machine operators,0,4,4,12,44,26,92,80
Quebec,9447,"Inspectors and graders, textile, fabric, fur and leather products manufacturing",0,0,0,0,0,0,1,8
Quebec,9461,"Process control and machine operators, food, beverage and associated products processing",3,44,60,138,136,81,502,516
Quebec,9462,"Industrial butchers and meat cutters, poultry preparers and related workers",1,28,45,62,157,65,903,561
Quebec,9463,Fish and seafood plant workers,0,0,29,9,15,101,183,258
Quebec,9465,"Testers and graders, food, beverage and associated products processing",0,0,0,1,1,3,15,63
Quebec,9471,Plateless printing equipment operators,0,0,0,0,0,0,7,4
Quebec,9473,Binding and finishing machine operators,0,0,0,3,0,0,2,4
Quebec,9521,Aircraft assemblers and aircraft assembly inspectors,0,0,0,0,1,0,0,71
Quebec,9522,"Motor vehicle assemblers, inspectors and testers",0,10,1,16,29,2,41,27
Quebec,9523,"Electronics assemblers, fabricators, inspectors and testers",0,0,0,0,4,2,37,78
Quebec,9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",0,0,0,1,0,29,13,23
Quebec,9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",0,0,0,0,4,1,8,2
Quebec,9526,Mechanical assemblers and inspectors,0,4,0,5,5,2,94,97
Quebec,9531,Boat assemblers and inspectors,0,0,0,0,0,17,0,8
Quebec,9532,Furniture and fixture assemblers and inspectors,0,0,4,7,18,9,238,236
Quebec,9533,Other wood products assemblers and inspectors,0,4,35,107,129,183,302,336
Quebec,9534,Furniture finishers and refinishers,0,1,0,7,10,3,34,12
Quebec,9535,"Plastic products assemblers, finishers and inspectors",0,0,5,50,107,44,384,174
Quebec,9536,"Industrial painters, coaters and metal finishing process operators",5,3,7,25,16,15,170,136
Quebec,9537,"Other products assemblers, finishers and inspectors",2,0,0,9,17,35,143,29
Quebec,9611,Labourers in mineral and metal processing,5,7,10,33,0,18,9,25
Quebec,9612,Labourers in metal fabrication,0,6,12,50,36,55,306,129
Quebec,9613,Labourers in chemical products processing and utilities,0,0,0,0,0,2,1,3
Quebec,9614,"Labourers in wood, pulp and paper processing",0,0,32,85,123,123,541,307
Quebec,9615,Labourers in rubber and plastic products manufacturing,6,6,14,17,54,33,332,90
Quebec,9616,Labourers in textile processing,0,0,0,0,0,0,32,16
Quebec,9617,"Labourers in food, beverage and associated products processing",287,576,490,"1,057","1,519","1,292","3,172","1,945"
Quebec,9618,Labourers in fish and seafood processing,3,33,72,135,142,392,875,803
Quebec,9619,"Other labourers in processing, manufacturing and utilities",0,1,21,107,163,118,426,143
Ontario,0012,Senior government managers and officials,0,1,2,0,4,1,3,3
Ontario,0013,"Senior managers - financial, communications and other business services",51,66,84,137,127,124,135,250
Ontario,0014,"Senior managers - health, education, social and community services and membership organizations",8,15,12,26,29,18,23,42
Ontario,0015,"Senior managers - trade, broadcasting and other services, n.e.c.",31,42,61,94,102,95,106,198
Ontario,0016,"Senior managers - construction, transportation, production and utilities",39,38,59,46,103,104,101,174
Ontario,0111,Financial managers,12,15,6,12,9,11,27,39
Ontario,0112,Human resources managers,4,4,2,1,2,7,15,26
Ontario,0113,Purchasing managers,7,10,5,9,7,4,18,21
Ontario,0114,Other administrative services managers,8,1,12,5,9,19,48,71
Ontario,0121,"Insurance, real estate and financial brokerage managers",3,1,0,1,2,4,3,5
Ontario,0122,"Banking, credit and other investment managers",4,2,3,1,4,4,7,8
Ontario,0124,"Advertising, marketing and public relations managers",46,33,22,24,45,42,70,102
Ontario,0125,Other business services managers,3,10,7,13,20,31,43,31
Ontario,0131,Telecommunication carriers managers,2,2,1,2,3,1,0,0
Ontario,0132,Postal and courier services managers,1,0,0,0,0,2,0,0
Ontario,0211,Engineering managers,15,23,17,22,12,15,20,20
Ontario,0212,Architecture and science managers,3,7,6,3,5,2,8,2
Ontario,0213,Computer and information systems managers,29,46,82,117,118,156,302,206
Ontario,0311,Managers in health care,2,1,0,2,3,6,3,5
Ontario,0411,Government managers - health and social policy development and program administration,0,0,0,0,0,0,1,0
Ontario,0412,"Government managers - economic analysis, policy development and program administration",0,0,0,2,1,0,0,0
Ontario,0413,Government managers - education policy development and program administration,0,0,0,0,0,0,0,1
Ontario,0421,Administrators - post-secondary education and vocational training,0,0,1,0,2,6,6,5
Ontario,0422,School principals and administrators of elementary and secondary education,4,2,0,1,2,2,1,3
Ontario,0423,"Managers in social, community and correctional services",2,1,2,0,0,6,1,1
Ontario,0433,Commissioned officers of the Canadian Forces,1,4,1,5,1,5,0,10
Ontario,0511,"Library, archive, museum and art gallery managers",3,2,2,0,1,0,1,0
Ontario,0512,"Managers - publishing, motion pictures, broadcasting and performing arts",4,1,1,3,1,2,3,3
Ontario,0513,"Recreation, sports and fitness program and service directors",6,6,0,4,3,1,5,2
Ontario,0601,Corporate sales managers,8,18,11,16,34,33,42,54
Ontario,0621,Retail and wholesale trade managers,63,35,31,45,72,86,81,104
Ontario,0631,Restaurant and food service managers,110,104,92,134,188,111,311,670
Ontario,0632,Accommodation service managers,12,4,12,8,8,5,9,18
Ontario,0651,"Managers in customer and personal services, n.e.c.",7,6,9,15,26,18,32,21
Ontario,0711,Construction managers,51,29,38,14,34,29,58,45
Ontario,0712,Home building and renovation managers,1,0,2,2,3,6,5,4
Ontario,0714,Facility operation and maintenance managers,13,9,2,1,5,8,13,22
Ontario,0731,Managers in transportation,10,9,10,3,9,16,29,21
Ontario,0811,Managers in natural resources production and fishing,1,2,1,0,1,1,2,4
Ontario,0821,Managers in agriculture,8,18,7,5,2,6,9,14
Ontario,0822,Managers in horticulture,9,8,3,8,1,8,8,9
Ontario,0823,Managers in aquaculture,0,0,0,0,1,0,0,0
Ontario,0911,Manufacturing managers,19,15,9,15,20,15,29,32
Ontario,0912,Utilities managers,0,1,0,0,1,0,0,0
Ontario,1111,Financial auditors and accountants,6,2,1,9,3,9,19,25
Ontario,1112,Financial and investment analysts,10,13,4,9,9,9,13,28
Ontario,1113,"Securities agents, investment dealers and brokers",0,3,0,0,0,0,0,0
Ontario,1114,Other financial officers,5,2,1,2,1,4,1,6
Ontario,1121,Human resources professionals,1,3,2,1,1,9,13,23
Ontario,1122,Professional occupations in business management consulting,48,29,22,23,19,15,28,47
Ontario,1123,"Professional occupations in advertising, marketing and public relations",10,34,19,41,63,38,123,202
Ontario,1211,"Supervisors, general office and administrative support workers",30,29,15,27,44,21,32,74
Ontario,1212,"Supervisors, finance and insurance office workers",11,16,9,15,15,8,10,30
Ontario,1213,"Supervisors, library, correspondence and related information workers",2,0,1,0,0,0,1,0
Ontario,1214,"Supervisors, mail and message distribution occupations",0,0,0,0,1,0,1,4
Ontario,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",94,112,99,161,246,145,206,324
Ontario,1221,Administrative officers,56,81,104,191,281,203,522,923
Ontario,1222,Executive assistants,5,4,0,4,3,3,4,11
Ontario,1223,Human resources and recruitment officers,11,18,7,8,25,21,60,83
Ontario,1224,Property administrators,2,2,1,4,6,4,8,16
Ontario,1225,Purchasing agents and officers,15,20,7,8,11,11,27,41
Ontario,1226,Conference and event planners,9,10,18,18,11,5,9,10
Ontario,1227,Court officers and justices of the peace,0,0,0,0,0,0,0,1
Ontario,1241,Administrative assistants,15,46,63,182,291,189,460,"1,146"
Ontario,1242,Legal administrative assistants,6,5,2,11,16,13,36,45
Ontario,1243,Medical administrative assistants,3,5,13,15,29,25,43,89
Ontario,1252,Health information management occupations,0,1,0,0,0,1,2,2
Ontario,1253,Records management technicians,0,1,2,1,0,0,1,3
Ontario,1254,Statistical officers and related research support occupations,0,0,1,1,0,0,1,3
Ontario,1311,Accounting technicians and bookkeepers,38,47,60,98,184,108,330,717
Ontario,1312,Insurance adjusters and claims examiners,1,1,0,0,0,0,0,0
Ontario,1313,Insurance underwriters,0,1,3,0,0,0,5,0
Ontario,1314,"Assessors, valuators and appraisers",0,0,0,1,1,0,0,0
Ontario,1315,"Customs, ship and other brokers",2,0,1,1,1,0,0,3
Ontario,1411,General office support workers,0,0,0,0,1,0,4,21
Ontario,1414,Receptionists,0,0,0,2,0,0,2,11
Ontario,1415,Personnel clerks,0,0,0,0,0,0,1,1
Ontario,1422,Data entry clerks,0,0,0,0,0,1,1,9
Ontario,1423,Desktop publishing operators and related occupations,0,0,0,0,0,0,0,1
Ontario,1431,Accounting and related clerks,2,0,0,1,0,2,4,4
Ontario,1432,Payroll clerks,0,0,0,1,0,0,0,9
Ontario,1434,"Banking, insurance and other financial clerks",0,0,0,0,0,0,0,1
Ontario,1511,"Mail, postal and related workers",0,0,0,0,0,0,0,4
Ontario,1513,"Couriers, messengers and door-to-door distributors",0,0,0,0,1,0,1,1
Ontario,1521,Shippers and receivers,0,0,0,13,0,12,29,81
Ontario,1522,Storekeepers and partspersons,0,0,1,0,0,0,1,8
Ontario,1523,Production logistics co-ordinators,0,1,0,0,2,0,2,22
Ontario,1524,Purchasing and inventory control workers,0,0,0,0,0,0,2,6
Ontario,1525,Dispatchers,0,0,1,0,1,2,1,10
Ontario,2111,Physicists and astronomers,9,3,5,1,4,2,6,4
Ontario,2112,Chemists,3,7,1,2,2,3,24,5
Ontario,2113,Geoscientists and oceanographers,1,2,1,1,3,1,1,0
Ontario,2114,Meteorologists and climatologists,1,0,0,0,0,0,0,0
Ontario,2115,Other professional occupations in physical sciences,0,0,1,0,1,0,2,0
Ontario,2121,Biologists and related scientists,8,3,2,3,3,6,3,6
Ontario,2122,Forestry professionals,1,0,0,0,0,0,0,0
Ontario,2123,"Agricultural representatives, consultants and specialists",3,1,1,0,0,0,0,3
Ontario,2131,Civil engineers,10,4,9,10,6,3,11,12
Ontario,2132,Mechanical engineers,18,14,7,13,9,11,24,19
Ontario,2133,Electrical and electronics engineers,21,20,18,10,11,9,16,47
Ontario,2134,Chemical engineers,1,2,0,2,2,2,2,1
Ontario,2141,Industrial and manufacturing engineers,4,4,5,7,5,4,7,9
Ontario,2142,Metallurgical and materials engineers,1,0,1,2,2,2,7,4
Ontario,2143,Mining engineers,3,0,3,0,0,1,0,2
Ontario,2144,Geological engineers,2,0,1,1,0,0,1,2
Ontario,2145,Petroleum engineers,0,2,0,0,0,0,0,0
Ontario,2146,Aerospace engineers,2,3,0,0,3,1,2,10
Ontario,2147,Computer engineers (except software engineers and designers),8,12,30,50,45,58,89,94
Ontario,2148,"Other professional engineers, n.e.c.",3,0,2,2,4,5,5,4
Ontario,2151,Architects,3,0,1,0,3,1,3,2
Ontario,2152,Landscape architects,2,0,0,0,1,0,0,0
Ontario,2153,Urban and land use planners,1,1,0,0,0,0,0,1
Ontario,2154,Land surveyors,1,2,0,0,0,0,2,1
Ontario,2161,"Mathematicians, statisticians and actuaries",3,4,4,11,7,8,9,4
Ontario,2171,Information systems analysts and consultants,63,84,150,185,152,247,425,394
Ontario,2172,Database analysts and data administrators,8,17,33,43,75,70,123,129
Ontario,2173,Software engineers and designers,102,115,226,408,432,578,"1,139",578
Ontario,2174,Computer programmers and interactive media developers,99,168,247,334,294,472,715,522
Ontario,2175,Web designers and developers,30,51,68,100,75,95,156,199
Ontario,2211,Chemical technologists and technicians,3,9,2,7,8,9,17,34
Ontario,2212,Geological and mineral technologists and technicians,3,1,6,2,0,0,3,5
Ontario,2221,Biological technologists and technicians,3,4,2,1,1,0,5,4
Ontario,2222,Agricultural and fish products inspectors,0,1,0,0,1,0,0,0
Ontario,2225,Landscape and horticulture technicians and specialists,5,7,4,12,8,22,42,69
Ontario,2231,Civil engineering technologists and technicians,4,6,1,3,9,2,17,19
Ontario,2232,Mechanical engineering technologists and technicians,79,74,49,60,27,17,114,69
Ontario,2233,Industrial engineering and manufacturing technologists and technicians,11,50,12,24,17,22,30,34
Ontario,2234,Construction estimators,8,4,4,4,7,10,9,16
Ontario,2241,Electrical and electronics engineering technologists and technicians,73,55,35,38,26,16,61,81
Ontario,2242,Electronic service technicians (household and business equipment),28,44,39,47,34,26,48,46
Ontario,2243,Industrial instrument technicians and mechanics,144,91,88,70,44,47,30,51
Ontario,2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",0,1,0,3,3,2,1,4
Ontario,2251,Architectural technologists and technicians,5,4,4,17,6,12,21,20
Ontario,2252,Industrial designers,8,4,6,3,2,1,3,6
Ontario,2253,Drafting technologists and technicians,14,15,8,17,20,10,43,42
Ontario,2254,Land survey technologists and technicians,5,4,4,2,8,1,6,8
Ontario,2255,Technical occupations in geomatics and meteorology,1,2,6,0,0,0,0,0
Ontario,2261,Non-destructive testers and inspection technicians,28,24,21,13,7,9,6,7
Ontario,2262,Engineering inspectors and regulatory officers,0,2,5,3,3,1,1,0
Ontario,2263,Inspectors in public and environmental health and occupational health and safety,42,107,131,6,6,13,9,11
Ontario,2264,Construction inspectors,3,4,15,4,0,1,1,5
Ontario,2271,"Air pilots, flight engineers and flying instructors",21,5,29,42,4,17,14,23
Ontario,2272,Air traffic controllers and related occupations,2,1,4,0,0,0,0,0
Ontario,2273,"Deck officers, water transport",0,4,10,2,2,0,0,5
Ontario,2274,"Engineer officers, water transport",0,4,5,2,0,0,0,3
Ontario,2281,Computer network technicians,25,22,16,28,34,31,69,96
Ontario,2282,User support technicians,38,19,22,19,26,28,36,90
Ontario,2283,Information systems testing technicians,14,21,20,39,28,25,48,58
Ontario,3011,Nursing co-ordinators and supervisors,0,0,0,1,0,0,0,0
Ontario,3012,Registered nurses and registered psychiatric nurses,8,3,0,1,6,3,10,89
Ontario,3111,Specialist physicians,48,52,39,41,39,37,55,91
Ontario,3112,General practitioners and family physicians,40,29,36,33,50,33,62,103
Ontario,3113,Dentists,0,1,3,1,3,1,3,2
Ontario,3114,Veterinarians,1,1,4,3,5,11,24,16
Ontario,3122,Chiropractors,0,1,0,0,0,0,0,0
Ontario,3124,Allied primary health practitioners,0,0,0,0,0,2,1,3
Ontario,3125,Other professional occupations in health diagnosing and treating,0,1,0,0,0,1,1,1
Ontario,3131,Pharmacists,2,0,0,0,0,0,1,5
Ontario,3132,Dietitians and nutritionists,0,0,0,0,1,0,1,2
Ontario,3141,Audiologists and speech-language pathologists,0,0,0,1,2,0,1,1
Ontario,3142,Physiotherapists,1,0,0,1,1,3,12,13
Ontario,3144,Other professional occupations in therapy and assessment,1,0,1,0,0,0,0,1
Ontario,3211,Medical laboratory technologists,0,0,0,0,0,1,2,1
Ontario,3212,Medical laboratory technicians and pathologists' assistants,0,0,0,0,1,1,1,2
Ontario,3213,Animal health technologists and veterinary technicians,2,4,2,1,0,8,23,12
Ontario,3214,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",0,1,1,1,0,0,0,0
Ontario,3215,Medical radiation technologists,11,1,0,0,0,0,2,7
Ontario,3216,Medical sonographers,2,0,0,0,1,2,3,2
Ontario,3217,"Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",0,0,0,0,1,1,0,0
Ontario,3219,Other medical technologists and technicians (except dental health),3,4,4,7,13,6,11,32
Ontario,3221,Denturists,0,0,0,0,0,0,0,1
Ontario,3222,Dental hygienists and dental therapists,0,0,1,1,0,1,0,0
Ontario,3223,"Dental technologists, technicians and laboratory assistants",10,7,6,5,4,5,16,10
Ontario,3231,Opticians,0,6,2,10,7,4,3,4
Ontario,3232,Practitioners of natural healing,0,4,5,4,4,2,7,3
Ontario,3233,Licensed practical nurses,0,1,0,1,10,2,15,32
Ontario,3234,Paramedical occupations,0,0,0,0,0,0,0,15
Ontario,3236,Massage therapists,0,2,11,10,14,1,6,4
Ontario,3237,Other technical occupations in therapy and assessment,3,3,3,5,10,10,15,16
Ontario,3411,Dental assistants,0,0,0,1,0,0,5,12
Ontario,3413,"Nurse aides, orderlies and patient service associates",1,1,0,4,20,137,481,629
Ontario,3414,Other assisting occupations in support of health services,0,1,0,1,1,0,7,27
Ontario,4011,University professors and lecturers,152,108,116,122,105,89,144,128
Ontario,4012,Post-secondary teaching and research assistants,0,0,0,1,2,3,5,7
Ontario,4021,College and other vocational instructors,29,16,14,8,12,10,20,17
Ontario,4031,Secondary school teachers,1,0,0,1,1,0,0,2
Ontario,4032,Elementary school and kindergarten teachers,1,0,0,0,0,3,2,3
Ontario,4033,Educational counsellors,1,3,1,3,1,1,3,2
Ontario,4111,Judges,0,0,1,1,0,1,0,0
Ontario,4112,Lawyers and Quebec notaries,1,1,1,4,1,1,1,1
Ontario,4151,Psychologists,2,1,0,3,4,1,7,2
Ontario,4152,Social workers,0,0,0,0,0,0,0,1
Ontario,4153,"Family, marriage and other related counsellors",1,1,0,0,2,1,0,1
Ontario,4154,Professional occupations in religion,13,10,3,1,1,1,0,5
Ontario,4161,"Natural and applied science policy researchers, consultants and program officers",4,4,0,0,0,0,1,0
Ontario,4162,Economists and economic policy researchers and analysts,7,9,6,7,8,5,7,9
Ontario,4163,Business development officers and marketing researchers and consultants,24,32,9,20,24,33,65,92
Ontario,4164,"Social policy researchers, consultants and program officers",1,0,1,1,1,0,0,1
Ontario,4165,"Health policy researchers, consultants and program officers",5,2,1,2,3,4,5,6
Ontario,4166,"Education policy researchers, consultants and program officers",3,0,1,0,0,4,9,9
Ontario,4167,"Recreation, sports and fitness policy researchers, consultants and program officers",0,0,0,0,0,0,2,2
Ontario,4169,"Other professional occupations in social science, n.e.c.",0,1,0,0,1,1,3,1
Ontario,4211,Paralegal and related occupations,3,0,3,5,2,2,1,2
Ontario,4212,Social and community service workers,2,1,1,1,3,0,9,13
Ontario,4214,Early childhood educators and assistants,8,15,11,26,60,28,73,210
Ontario,4215,Instructors of persons with disabilities,3,0,0,2,0,0,1,2
Ontario,4216,Other instructors,1,3,4,2,4,0,3,11
Ontario,4217,Other religious occupations,11,2,1,2,4,0,4,4
Ontario,4411,Home child care providers,"2,343","2,527","3,019","2,265","1,159","1,671","1,133","1,139"
Ontario,4412,"Home support workers, housekeepers and related occupations",713,831,"1,065",832,458,653,546,763
Ontario,4413,Elementary and secondary school teacher assistants,0,0,0,0,0,0,0,7
Ontario,4421,Sheriffs and bailiffs,0,0,0,0,0,0,2,0
Ontario,5111,Librarians,0,0,0,0,0,0,0,1
Ontario,5112,Conservators and curators,3,3,1,3,2,1,3,0
Ontario,5121,Authors and writers,3,2,3,3,3,0,1,1
Ontario,5122,Editors,5,4,1,2,1,0,3,1
Ontario,5123,Journalists,2,2,1,1,0,1,2,0
Ontario,5125,"Translators, terminologists and interpreters",26,10,28,20,0,0,3,3
Ontario,5131,"Producers, directors, choreographers and related occupations",231,214,195,174,49,81,137,120
Ontario,5132,"Conductors, composers and arrangers",10,0,0,1,0,0,2,1
Ontario,5133,Musicians and singers,29,20,13,10,0,4,6,5
Ontario,5134,Dancers,12,18,10,7,2,3,4,1
Ontario,5135,Actors and comedians,162,42,29,37,3,5,32,19
Ontario,5136,"Painters, sculptors and other visual artists",9,3,2,6,5,2,14,5
Ontario,5212,Technical occupations related to museums and art galleries,0,0,0,3,0,2,0,2
Ontario,5221,Photographers,19,9,10,16,7,4,7,5
Ontario,5222,Film and video camera operators,30,17,5,4,1,4,4,5
Ontario,5223,Graphic arts technicians,7,9,12,8,12,2,12,17
Ontario,5224,Broadcast technicians,1,0,1,1,2,1,1,0
Ontario,5225,Audio and video recording technicians,24,16,12,17,7,8,12,9
Ontario,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",41,17,16,7,1,6,11,6
Ontario,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",37,21,17,18,8,11,6,6
Ontario,5231,Announcers and other broadcasters,8,6,5,12,7,5,6,2
Ontario,5232,"Other performers, n.e.c.",150,128,100,60,6,2,24,13
Ontario,5241,Graphic designers and illustrators,115,96,65,90,84,86,148,122
Ontario,5242,Interior designers and interior decorators,12,16,9,13,19,7,13,21
Ontario,5243,"Theatre, fashion, exhibit and other creative designers",10,7,7,6,3,6,8,6
Ontario,5244,Artisans and craftspersons,9,11,14,9,7,5,23,14
Ontario,5245,"Patternmakers - textile, leather and fur products",0,0,0,2,0,0,1,2
Ontario,5251,Athletes,1,1,1,0,2,1,1,10
Ontario,5252,Coaches,15,19,12,19,13,14,34,29
Ontario,5254,"Program leaders and instructors in recreation, sport and fitness",12,16,12,16,22,13,32,22
Ontario,6211,Retail sales supervisors,53,97,115,253,398,255,553,"1,015"
Ontario,6221,Technical sales specialists - wholesale trade,43,29,23,36,39,40,65,81
Ontario,6222,Retail and wholesale buyers,42,31,22,31,41,18,33,27
Ontario,6231,Insurance agents and brokers,1,6,1,1,8,3,5,2
Ontario,6232,Real estate agents and salespersons,0,0,0,0,0,1,0,0
Ontario,6235,Financial sales representatives,5,1,4,3,2,1,3,8
Ontario,6311,Food service supervisors,137,335,346,585,"1,204",856,"2,125","3,893"
Ontario,6312,Executive housekeepers,3,1,1,2,5,3,25,21
Ontario,6313,"Accommodation, travel, tourism and related services supervisors",11,26,21,32,24,16,46,60
Ontario,6314,Customer and information services supervisors,3,3,8,19,25,9,28,47
Ontario,6315,Cleaning supervisors,4,11,24,21,25,35,145,147
Ontario,6316,Other services supervisors,9,9,9,16,25,15,34,98
Ontario,6321,Chefs,148,179,169,194,170,142,320,302
Ontario,6322,Cooks,311,396,569,984,956,"1,089","2,708","3,260"
Ontario,6331,"Butchers, meat cutters and fishmongers - retail and wholesale",39,112,118,83,208,381,405,452
Ontario,6332,Bakers,28,37,30,61,106,78,239,360
Ontario,6341,Hairstylists and barbers,12,28,52,56,51,26,100,96
Ontario,6342,"Tailors, dressmakers, furriers and milliners",7,7,5,8,12,6,8,10
Ontario,6343,Shoe repairers and shoemakers,1,0,0,0,0,0,1,2
Ontario,6344,"Jewellers, jewellery and watch repairers and related occupations",6,3,8,6,5,2,17,13
Ontario,6345,Upholsterers,16,15,8,10,3,14,23,12
Ontario,6346,Funeral directors and embalmers,0,0,0,0,0,0,1,0
Ontario,6411,Sales and account representatives - wholesale trade (non-technical),4,3,5,5,0,1,2,8
Ontario,6421,Retail salespersons,0,0,1,1,3,10,49,69
Ontario,6511,Maîtres d'hôtel and hosts/hostesses,0,0,0,0,0,1,1,1
Ontario,6512,Bartenders,0,0,0,0,0,0,4,11
Ontario,6513,Food and beverage servers,0,0,4,0,0,0,25,56
Ontario,6521,Travel counsellors,0,0,1,0,0,0,0,0
Ontario,6522,Pursers and flight attendants,0,0,1,0,0,0,0,0
Ontario,6525,Hotel front desk clerks,0,0,0,0,1,0,24,34
Ontario,6532,Outdoor sport and recreational guides,1,1,1,1,1,1,1,1
Ontario,6541,Security guards and related security service occupations,1,0,0,1,2,0,0,27
Ontario,6551,Customer services representatives - financial institutions,0,0,0,0,0,1,0,1
Ontario,6552,Other customer and information services representatives,1,1,0,0,3,2,7,8
Ontario,6561,"Image, social and other personal consultants",0,0,3,3,0,0,0,0
Ontario,6562,"Estheticians, electrologists and related occupations",2,3,6,21,14,17,100,520
Ontario,6563,Pet groomers and animal care workers,8,13,12,19,14,13,25,19
Ontario,6611,Cashiers,0,0,0,0,0,0,3,67
Ontario,6621,Service station attendants,0,0,0,0,0,0,10,1
Ontario,6622,"Store shelf stockers, clerks and order fillers",0,0,0,1,0,0,27,107
Ontario,6623,Other sales related occupations,0,0,0,0,0,0,0,39
Ontario,6711,"Food counter attendants, kitchen helpers and related support occupations",0,0,3,1,0,5,533,"1,035"
Ontario,6721,"Support occupations in accommodation, travel and facilities set-up services",0,0,2,0,0,0,1,1
Ontario,6722,"Operators and attendants in amusement, recreation and sport",10,8,26,82,42,0,78,197
Ontario,6731,Light duty cleaners,0,0,45,67,21,205,565,629
Ontario,6732,Specialized cleaners,0,13,14,16,30,26,27,62
Ontario,6733,"Janitors, caretakers and building superintendents",0,0,0,1,3,14,50,76
Ontario,6741,"Dry cleaning, laundry and related occupations",0,0,0,0,0,0,45,13
Ontario,6742,"Other service support occupations, n.e.c.",1,0,2,0,0,0,1,3
Ontario,7201,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",7,6,6,3,4,3,8,15
Ontario,7202,"Contractors and supervisors, electrical trades and telecommunications occupations",6,1,1,5,5,5,3,2
Ontario,7204,"Contractors and supervisors, carpentry trades",11,8,4,7,6,7,13,35
Ontario,7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers",35,50,26,48,26,27,45,70
Ontario,7231,Machinists and machining and tooling inspectors,46,71,89,69,62,135,159,214
Ontario,7232,Tool and die makers,11,14,8,18,2,17,33,30
Ontario,7233,Sheet metal workers,8,8,11,7,9,2,17,15
Ontario,7235,Structural metal and platework fabricators and fitters,5,5,7,10,14,28,74,64
Ontario,7236,Ironworkers,7,1,2,3,1,2,40,15
Ontario,7237,Welders and related machine operators,53,49,71,67,90,170,322,388
Ontario,7241,Electricians (except industrial and power system),17,11,15,17,10,15,26,17
Ontario,7242,Industrial electricians,10,1,39,5,10,58,23,23
Ontario,7244,Electrical power line and cable workers,1,1,3,1,2,1,2,85
Ontario,7245,Telecommunications line and cable workers,3,10,1,17,18,21,104,26
Ontario,7246,Telecommunications installation and repair workers,15,14,3,4,16,20,20,33
Ontario,7247,Cable television service and maintenance technicians,6,2,1,1,0,3,1,1
Ontario,7251,Plumbers,12,5,1,11,11,12,10,38
Ontario,7252,"Steamfitters, pipefitters and sprinkler system installers",15,3,1,1,4,8,2,6
Ontario,7253,Gas fitters,0,0,4,0,2,0,5,4
Ontario,7271,Carpenters,142,180,184,300,265,344,768,605
Ontario,7272,Cabinetmakers,11,26,27,60,63,62,178,183
Ontario,7281,Bricklayers,40,79,129,119,87,124,201,171
Ontario,7282,Concrete finishers,25,51,54,87,99,86,186,178
Ontario,7283,Tilesetters,16,25,39,52,36,30,75,93
Ontario,7284,"Plasterers, drywall installers and finishers and lathers",25,22,16,30,40,56,122,162
Ontario,7291,Roofers and shinglers,86,126,97,214,160,163,268,193
Ontario,7292,Glaziers,4,3,4,14,8,23,43,26
Ontario,7293,Insulators,13,4,1,2,11,10,29,27
Ontario,7294,Painters and decorators (except interior decorators),3,18,11,19,46,56,168,239
Ontario,7295,Floor covering installers,6,8,17,13,18,31,74,97
Ontario,7301,"Contractors and supervisors, mechanic trades",3,7,7,14,8,8,19,25
Ontario,7302,"Contractors and supervisors, heavy equipment operator crews",4,15,4,14,12,10,21,14
Ontario,7303,"Supervisors, printing and related occupations",5,1,2,1,2,1,3,3
Ontario,7304,"Supervisors, railway transport operations",1,0,0,0,0,0,0,0
Ontario,7305,"Supervisors, motor transport and other ground transit operators",4,3,4,4,14,4,11,35
Ontario,7311,Construction millwrights and industrial mechanics,31,25,58,41,81,79,110,109
Ontario,7312,Heavy-duty equipment mechanics,12,22,17,37,49,67,172,269
Ontario,7313,Refrigeration and air conditioning mechanics,3,1,1,1,4,1,13,11
Ontario,7315,Aircraft mechanics and aircraft inspectors,5,53,26,26,18,2,4,3
Ontario,7316,Machine fitters,6,1,1,6,2,3,16,6
Ontario,7318,Elevator constructors and mechanics,0,0,0,1,0,0,0,0
Ontario,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",38,36,40,59,79,57,260,405
Ontario,7322,Motor vehicle body repairers,10,16,27,49,49,27,99,167
Ontario,7331,Oil and solid fuel heating mechanics,1,1,1,0,1,0,0,0
Ontario,7332,Appliance servicers and repairers,4,4,5,3,13,16,38,49
Ontario,7333,Electrical mechanics,7,8,15,30,24,16,96,47
Ontario,7334,"Motorcycle, all-terrain vehicle and other related mechanics",1,0,1,1,3,7,8,4
Ontario,7335,Other small engine and small equipment repairers,0,1,0,3,3,5,15,24
Ontario,7371,Crane operators,4,2,3,4,3,5,3,11
