province_territory,2016,2017,2018,2019,2020,2021,2022,2023,region_code,region_name,noc_code,occupational_skill_type
Ontario,7.0,12.0,13.0,97.0,80.0,124.0,402.0,479.0,3580,Stratford--Bruce Peninsula,6,Sales and service occupations
Ontario,4.0,12.0,14.0,50.0,28.0,41.0,141.0,97.0,3580,Stratford--Bruce Peninsula,7,"Trades, transport and equipment operators and related occupations"
Ontario,942.0,1393.0,1548.0,1267.0,1400.0,1329.0,1873.0,2120.0,3580,Stratford--Bruce Peninsula,8,"Natural resources, agriculture and related production occupations"
Ontario,1.0,4.0,16.0,30.0,33.0,40.0,152.0,82.0,3580,Stratford--Bruce Peninsula,9,Occupations in manufacturing and utilities
Ontario,13.0,9.0,10.0,9.0,14.0,14.0,24.0,46.0,3590,Northeast,0,Management occupations
Ontario,4.0,0.0,6.0,5.0,4.0,8.0,22.0,31.0,3590,Northeast,1,"Business, finance and administration occupations"
Ontario,24.0,13.0,15.0,22.0,10.0,5.0,9.0,53.0,3590,Northeast,2,Natural and applied sciences and related occupations
Ontario,4.0,5.0,3.0,10.0,10.0,19.0,41.0,47.0,3590,Northeast,3,Health occupations
Ontario,10.0,11.0,19.0,10.0,4.0,4.0,7.0,9.0,3590,Northeast,4,"Occupations in education, law and social, community and government services"
Ontario,6.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,3590,Northeast,5,"Occupations in art, culture, recreation and sport"
Ontario,31.0,23.0,42.0,74.0,108.0,73.0,308.0,372.0,3590,Northeast,6,Sales and service occupations
Ontario,6.0,9.0,19.0,60.0,48.0,74.0,197.0,266.0,3590,Northeast,7,"Trades, transport and equipment operators and related occupations"
Ontario,138.0,226.0,214.0,190.0,187.0,140.0,225.0,294.0,3590,Northeast,8,"Natural resources, agriculture and related production occupations"
Ontario,0.0,0.0,2.0,3.0,18.0,7.0,74.0,61.0,3590,Northeast,9,Occupations in manufacturing and utilities
Ontario,5.0,0.0,7.0,4.0,9.0,7.0,8.0,12.0,3595,Northwest,0,Management occupations
Ontario,0.0,0.0,0.0,0.0,2.0,2.0,6.0,13.0,3595,Northwest,1,"Business, finance and administration occupations"
Ontario,4.0,2.0,26.0,17.0,1.0,1.0,3.0,19.0,3595,Northwest,2,Natural and applied sciences and related occupations
Ontario,5.0,2.0,5.0,3.0,14.0,2.0,70.0,18.0,3595,Northwest,3,Health occupations
Ontario,7.0,9.0,14.0,10.0,3.0,9.0,2.0,4.0,3595,Northwest,4,"Occupations in education, law and social, community and government services"
Ontario,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3595,Northwest,5,"Occupations in art, culture, recreation and sport"
Ontario,7.0,25.0,28.0,39.0,60.0,82.0,210.0,361.0,3595,Northwest,6,Sales and service occupations
Ontario,1.0,3.0,7.0,3.0,19.0,7.0,56.0,75.0,3595,Northwest,7,"Trades, transport and equipment operators and related occupations"
Ontario,1.0,1.0,22.0,9.0,9.0,10.0,44.0,73.0,3595,Northwest,8,"Natural resources, agriculture and related production occupations"
Ontario,0.0,0.0,3.0,1.0,0.0,10.0,14.0,22.0,3595,Northwest,9,Occupations in manufacturing and utilities
Manitoba,1.0,1.0,1.0,2.0,3.0,2.0,3.0,6.0,4610,Southeast,0,Management occupations
Manitoba,0.0,0.0,0.0,2.0,0.0,5.0,4.0,24.0,4610,Southeast,1,"Business, finance and administration occupations"
Manitoba,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,4610,Southeast,2,Natural and applied sciences and related occupations
Manitoba,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610,Southeast,3,Health occupations
Manitoba,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,4610,Southeast,4,"Occupations in education, law and social, community and government services"
Manitoba,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610,Southeast,5,"Occupations in art, culture, recreation and sport"
Manitoba,0.0,4.0,6.0,29.0,1.0,10.0,102.0,75.0,4610,Southeast,6,Sales and service occupations
Manitoba,10.0,0.0,2.0,76.0,51.0,32.0,95.0,130.0,4610,Southeast,7,"Trades, transport and equipment operators and related occupations"
Manitoba,70.0,62.0,49.0,67.0,79.0,38.0,150.0,91.0,4610,Southeast,8,"Natural resources, agriculture and related production occupations"
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4610,Southeast,9,Occupations in manufacturing and utilities
Manitoba,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,4620,South Central,0,Management occupations
Manitoba,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4620,South Central,1,"Business, finance and administration occupations"
Manitoba,1.0,4.0,4.0,5.0,2.0,3.0,1.0,0.0,4620,South Central,2,Natural and applied sciences and related occupations
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4620,South Central,3,Health occupations
Manitoba,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4620,South Central,4,"Occupations in education, law and social, community and government services"
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4620,South Central,5,"Occupations in art, culture, recreation and sport"
Manitoba,2.0,4.0,6.0,8.0,3.0,8.0,56.0,66.0,4620,South Central,6,Sales and service occupations
Manitoba,1.0,4.0,1.0,12.0,6.0,0.0,22.0,12.0,4620,South Central,7,"Trades, transport and equipment operators and related occupations"
Manitoba,125.0,82.0,183.0,200.0,178.0,186.0,183.0,345.0,4620,South Central,8,"Natural resources, agriculture and related production occupations"
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4620,South Central,9,Occupations in manufacturing and utilities
Manitoba,5.0,1.0,3.0,4.0,0.0,2.0,8.0,4.0,4630,Southwest,0,Management occupations
Manitoba,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,4630,Southwest,1,"Business, finance and administration occupations"
Manitoba,4.0,8.0,6.0,4.0,14.0,6.0,15.0,8.0,4630,Southwest,2,Natural and applied sciences and related occupations
Manitoba,4.0,2.0,2.0,4.0,3.0,7.0,2.0,9.0,4630,Southwest,3,Health occupations
Manitoba,2.0,2.0,4.0,3.0,1.0,1.0,0.0,2.0,4630,Southwest,4,"Occupations in education, law and social, community and government services"
Manitoba,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4630,Southwest,5,"Occupations in art, culture, recreation and sport"
Manitoba,172.0,179.0,170.0,192.0,17.0,173.0,234.0,107.0,4630,Southwest,6,Sales and service occupations
Manitoba,14.0,3.0,2.0,10.0,2.0,2.0,18.0,8.0,4630,Southwest,7,"Trades, transport and equipment operators and related occupations"
Manitoba,39.0,19.0,37.0,37.0,57.0,62.0,67.0,74.0,4630,Southwest,8,"Natural resources, agriculture and related production occupations"
Manitoba,0.0,65.0,0.0,0.0,0.0,50.0,102.0,17.0,4630,Southwest,9,Occupations in manufacturing and utilities
Manitoba,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,4640,North Central,0,Management occupations
Manitoba,0.0,0.0,2.0,1.0,0.0,1.0,2.0,6.0,4640,North Central,1,"Business, finance and administration occupations"
Manitoba,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4640,North Central,2,Natural and applied sciences and related occupations
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4640,North Central,3,Health occupations
Manitoba,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4640,North Central,4,"Occupations in education, law and social, community and government services"
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4640,North Central,5,"Occupations in art, culture, recreation and sport"
Manitoba,5.0,0.0,9.0,3.0,1.0,5.0,43.0,48.0,4640,North Central,6,Sales and service occupations
Manitoba,8.0,4.0,7.0,26.0,18.0,2.0,18.0,14.0,4640,North Central,7,"Trades, transport and equipment operators and related occupations"
Manitoba,301.0,290.0,284.0,275.0,474.0,336.0,381.0,587.0,4640,North Central,8,"Natural resources, agriculture and related production occupations"
Manitoba,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,4640,North Central,9,Occupations in manufacturing and utilities
Manitoba,7.0,7.0,12.0,25.0,19.0,22.0,29.0,30.0,4650,Winnipeg,0,Management occupations
Manitoba,7.0,6.0,12.0,26.0,22.0,37.0,166.0,283.0,4650,Winnipeg,1,"Business, finance and administration occupations"
Manitoba,10.0,25.0,86.0,33.0,24.0,54.0,67.0,40.0,4650,Winnipeg,2,Natural and applied sciences and related occupations
Manitoba,16.0,16.0,6.0,11.0,8.0,22.0,27.0,39.0,4650,Winnipeg,3,Health occupations
Manitoba,28.0,24.0,35.0,43.0,28.0,43.0,30.0,44.0,4650,Winnipeg,4,"Occupations in education, law and social, community and government services"
Manitoba,25.0,11.0,36.0,3.0,2.0,5.0,4.0,8.0,4650,Winnipeg,5,"Occupations in art, culture, recreation and sport"
Manitoba,39.0,22.0,46.0,64.0,99.0,104.0,347.0,688.0,4650,Winnipeg,6,Sales and service occupations
Manitoba,78.0,99.0,84.0,260.0,244.0,366.0,812.0,941.0,4650,Winnipeg,7,"Trades, transport and equipment operators and related occupations"
Manitoba,6.0,11.0,3.0,3.0,5.0,1.0,12.0,11.0,4650,Winnipeg,8,"Natural resources, agriculture and related production occupations"
Manitoba,0.0,0.0,5.0,4.0,2.0,2.0,117.0,14.0,4650,Winnipeg,9,Occupations in manufacturing and utilities
Manitoba,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,4660,Interlake,0,Management occupations
Manitoba,0.0,0.0,0.0,1.0,3.0,3.0,15.0,35.0,4660,Interlake,1,"Business, finance and administration occupations"
Manitoba,2.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,4660,Interlake,2,Natural and applied sciences and related occupations
Manitoba,3.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,4660,Interlake,3,Health occupations
Manitoba,2.0,2.0,1.0,5.0,1.0,0.0,1.0,1.0,4660,Interlake,4,"Occupations in education, law and social, community and government services"
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4660,Interlake,5,"Occupations in art, culture, recreation and sport"
Manitoba,5.0,4.0,9.0,12.0,6.0,10.0,61.0,75.0,4660,Interlake,6,Sales and service occupations
Manitoba,7.0,0.0,4.0,52.0,57.0,92.0,167.0,281.0,4660,Interlake,7,"Trades, transport and equipment operators and related occupations"
Manitoba,35.0,149.0,137.0,179.0,172.0,66.0,106.0,92.0,4660,Interlake,8,"Natural resources, agriculture and related production occupations"
Manitoba,1.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,4660,Interlake,9,Occupations in manufacturing and utilities
Manitoba,0.0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,4670,Parklands,0,Management occupations
Manitoba,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4670,Parklands,1,"Business, finance and administration occupations"
Manitoba,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4670,Parklands,2,Natural and applied sciences and related occupations
Manitoba,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4670,Parklands,3,Health occupations
Manitoba,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,4670,Parklands,4,"Occupations in education, law and social, community and government services"
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4670,Parklands,5,"Occupations in art, culture, recreation and sport"
Manitoba,7.0,11.0,12.0,15.0,21.0,11.0,81.0,89.0,4670,Parklands,6,Sales and service occupations
Manitoba,0.0,1.0,1.0,5.0,1.0,11.0,2.0,31.0,4670,Parklands,7,"Trades, transport and equipment operators and related occupations"
Manitoba,111.0,72.0,84.0,115.0,112.0,41.0,141.0,105.0,4670,Parklands,8,"Natural resources, agriculture and related production occupations"
Manitoba,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4670,Parklands,9,Occupations in manufacturing and utilities
Manitoba,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,4680,North,0,Management occupations
Manitoba,3.0,3.0,2.0,0.0,1.0,1.0,4.0,3.0,4680,North,1,"Business, finance and administration occupations"
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4680,North,2,Natural and applied sciences and related occupations
Manitoba,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4680,North,3,Health occupations
Manitoba,25.0,20.0,19.0,14.0,6.0,1.0,5.0,5.0,4680,North,4,"Occupations in education, law and social, community and government services"
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4680,North,5,"Occupations in art, culture, recreation and sport"
Manitoba,15.0,35.0,3.0,26.0,8.0,12.0,102.0,70.0,4680,North,6,Sales and service occupations
Manitoba,15.0,2.0,3.0,7.0,1.0,5.0,9.0,10.0,4680,North,7,"Trades, transport and equipment operators and related occupations"
Manitoba,0.0,0.0,0.0,65.0,11.0,3.0,8.0,17.0,4680,North,8,"Natural resources, agriculture and related production occupations"
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4680,North,9,Occupations in manufacturing and utilities
Saskatchewan,7.0,7.0,3.0,6.0,6.0,11.0,7.0,18.0,4710,Regina--Moose Mountain,0,Management occupations
Saskatchewan,1.0,0.0,0.0,1.0,1.0,5.0,23.0,28.0,4710,Regina--Moose Mountain,1,"Business, finance and administration occupations"
Saskatchewan,69.0,46.0,24.0,22.0,3.0,8.0,23.0,7.0,4710,Regina--Moose Mountain,2,Natural and applied sciences and related occupations
Saskatchewan,8.0,9.0,12.0,4.0,7.0,9.0,11.0,12.0,4710,Regina--Moose Mountain,3,Health occupations
Saskatchewan,18.0,16.0,33.0,19.0,1.0,13.0,6.0,6.0,4710,Regina--Moose Mountain,4,"Occupations in education, law and social, community and government services"
Saskatchewan,1.0,2.0,8.0,4.0,0.0,0.0,5.0,4.0,4710,Regina--Moose Mountain,5,"Occupations in art, culture, recreation and sport"
Saskatchewan,58.0,55.0,36.0,64.0,47.0,76.0,240.0,336.0,4710,Regina--Moose Mountain,6,Sales and service occupations
Saskatchewan,89.0,27.0,37.0,102.0,65.0,80.0,163.0,173.0,4710,Regina--Moose Mountain,7,"Trades, transport and equipment operators and related occupations"
Saskatchewan,57.0,75.0,82.0,100.0,90.0,90.0,154.0,132.0,4710,Regina--Moose Mountain,8,"Natural resources, agriculture and related production occupations"
Saskatchewan,0.0,0.0,2.0,2.0,0.0,1.0,9.0,5.0,4710,Regina--Moose Mountain,9,Occupations in manufacturing and utilities
Saskatchewan,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,4720,Swift Current--Moose Jaw,0,Management occupations
Saskatchewan,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,4720,Swift Current--Moose Jaw,1,"Business, finance and administration occupations"
Saskatchewan,4.0,1.0,0.0,3.0,2.0,0.0,4.0,2.0,4720,Swift Current--Moose Jaw,2,Natural and applied sciences and related occupations
Saskatchewan,3.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,4720,Swift Current--Moose Jaw,3,Health occupations
Saskatchewan,4.0,2.0,7.0,2.0,1.0,4.0,0.0,3.0,4720,Swift Current--Moose Jaw,4,"Occupations in education, law and social, community and government services"
Saskatchewan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4720,Swift Current--Moose Jaw,5,"Occupations in art, culture, recreation and sport"
Saskatchewan,16.0,21.0,8.0,59.0,40.0,20.0,110.0,100.0,4720,Swift Current--Moose Jaw,6,Sales and service occupations
Saskatchewan,0.0,9.0,4.0,26.0,4.0,6.0,41.0,55.0,4720,Swift Current--Moose Jaw,7,"Trades, transport and equipment operators and related occupations"
Saskatchewan,68.0,70.0,63.0,116.0,101.0,45.0,155.0,132.0,4720,Swift Current--Moose Jaw,8,"Natural resources, agriculture and related production occupations"
Saskatchewan,0.0,0.0,0.0,2.0,0.0,0.0,30.0,3.0,4720,Swift Current--Moose Jaw,9,Occupations in manufacturing and utilities
Saskatchewan,4.0,7.0,3.0,1.0,5.0,7.0,11.0,14.0,4730,Saskatoon--Biggar,0,Management occupations
Saskatchewan,2.0,3.0,1.0,5.0,1.0,3.0,15.0,28.0,4730,Saskatoon--Biggar,1,"Business, finance and administration occupations"
Saskatchewan,5.0,28.0,37.0,24.0,14.0,26.0,18.0,7.0,4730,Saskatoon--Biggar,2,Natural and applied sciences and related occupations
Saskatchewan,8.0,10.0,6.0,4.0,5.0,6.0,12.0,3.0,4730,Saskatoon--Biggar,3,Health occupations
Saskatchewan,35.0,31.0,49.0,38.0,10.0,10.0,14.0,13.0,4730,Saskatoon--Biggar,4,"Occupations in education, law and social, community and government services"
Saskatchewan,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,4730,Saskatoon--Biggar,5,"Occupations in art, culture, recreation and sport"
Saskatchewan,39.0,25.0,26.0,50.0,48.0,74.0,244.0,343.0,4730,Saskatoon--Biggar,6,Sales and service occupations
Saskatchewan,49.0,23.0,37.0,37.0,57.0,80.0,188.0,240.0,4730,Saskatoon--Biggar,7,"Trades, transport and equipment operators and related occupations"
Saskatchewan,141.0,154.0,189.0,172.0,161.0,152.0,157.0,270.0,4730,Saskatoon--Biggar,8,"Natural resources, agriculture and related production occupations"
Saskatchewan,0.0,0.0,2.0,0.0,0.0,6.0,28.0,35.0,4730,Saskatoon--Biggar,9,Occupations in manufacturing and utilities
Saskatchewan,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4740,Yorkton--Melville,0,Management occupations
Saskatchewan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4740,Yorkton--Melville,1,"Business, finance and administration occupations"
Saskatchewan,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4740,Yorkton--Melville,2,Natural and applied sciences and related occupations
Saskatchewan,0.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,4740,Yorkton--Melville,3,Health occupations
Saskatchewan,3.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,4740,Yorkton--Melville,4,"Occupations in education, law and social, community and government services"
Saskatchewan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4740,Yorkton--Melville,5,"Occupations in art, culture, recreation and sport"
Saskatchewan,35.0,22.0,25.0,33.0,27.0,14.0,74.0,121.0,4740,Yorkton--Melville,6,Sales and service occupations
Saskatchewan,1.0,4.0,2.0,13.0,1.0,3.0,4.0,16.0,4740,Yorkton--Melville,7,"Trades, transport and equipment operators and related occupations"
Saskatchewan,71.0,94.0,59.0,123.0,113.0,78.0,110.0,132.0,4740,Yorkton--Melville,8,"Natural resources, agriculture and related production occupations"
Saskatchewan,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,4740,Yorkton--Melville,9,Occupations in manufacturing and utilities
Saskatchewan,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,4750,Prince Albert,0,Management occupations
Saskatchewan,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4750,Prince Albert,1,"Business, finance and administration occupations"
Saskatchewan,6.0,11.0,7.0,9.0,8.0,9.0,10.0,14.0,4750,Prince Albert,2,Natural and applied sciences and related occupations
Saskatchewan,22.0,16.0,18.0,5.0,14.0,12.0,14.0,7.0,4750,Prince Albert,3,Health occupations
Saskatchewan,17.0,20.0,19.0,13.0,7.0,12.0,5.0,3.0,4750,Prince Albert,4,"Occupations in education, law and social, community and government services"
Saskatchewan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4750,Prince Albert,5,"Occupations in art, culture, recreation and sport"
Saskatchewan,23.0,35.0,35.0,66.0,28.0,70.0,172.0,199.0,4750,Prince Albert,6,Sales and service occupations
Saskatchewan,3.0,3.0,7.0,1.0,6.0,6.0,15.0,28.0,4750,Prince Albert,7,"Trades, transport and equipment operators and related occupations"
Saskatchewan,208.0,216.0,203.0,290.0,278.0,241.0,304.0,551.0,4750,Prince Albert,8,"Natural resources, agriculture and related production occupations"
Saskatchewan,0.0,3.0,0.0,0.0,2.0,0.0,10.0,5.0,4750,Prince Albert,9,Occupations in manufacturing and utilities
Saskatchewan,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,4760,Northern,0,Management occupations
Saskatchewan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4760,Northern,1,"Business, finance and administration occupations"
Saskatchewan,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4760,Northern,2,Natural and applied sciences and related occupations
Saskatchewan,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4760,Northern,3,Health occupations
Saskatchewan,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4760,Northern,4,"Occupations in education, law and social, community and government services"
Saskatchewan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4760,Northern,5,"Occupations in art, culture, recreation and sport"
Saskatchewan,0.0,2.0,1.0,2.0,0.0,2.0,15.0,5.0,4760,Northern,6,Sales and service occupations
Saskatchewan,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4760,Northern,7,"Trades, transport and equipment operators and related occupations"
Saskatchewan,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4760,Northern,8,"Natural resources, agriculture and related production occupations"
Saskatchewan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4760,Northern,9,Occupations in manufacturing and utilities
Alberta,36.0,12.0,7.0,12.0,3.0,5.0,19.0,9.0,4810,Lethbridge--Medicine Hat,0,Management occupations
Alberta,4.0,6.0,4.0,5.0,4.0,7.0,24.0,35.0,4810,Lethbridge--Medicine Hat,1,"Business, finance and administration occupations"
Alberta,20.0,2.0,3.0,1.0,2.0,1.0,3.0,11.0,4810,Lethbridge--Medicine Hat,2,Natural and applied sciences and related occupations
Alberta,5.0,6.0,4.0,7.0,8.0,6.0,13.0,32.0,4810,Lethbridge--Medicine Hat,3,Health occupations
Alberta,25.0,29.0,28.0,20.0,7.0,10.0,10.0,7.0,4810,Lethbridge--Medicine Hat,4,"Occupations in education, law and social, community and government services"
Alberta,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,4810,Lethbridge--Medicine Hat,5,"Occupations in art, culture, recreation and sport"
Alberta,130.0,183.0,103.0,176.0,119.0,138.0,541.0,500.0,4810,Lethbridge--Medicine Hat,6,Sales and service occupations
Alberta,30.0,23.0,14.0,26.0,2.0,1.0,64.0,91.0,4810,Lethbridge--Medicine Hat,7,"Trades, transport and equipment operators and related occupations"
Alberta,1132.0,991.0,1015.0,1197.0,1021.0,1312.0,1157.0,1838.0,4810,Lethbridge--Medicine Hat,8,"Natural resources, agriculture and related production occupations"
Alberta,80.0,195.0,100.0,220.0,273.0,100.0,359.0,199.0,4810,Lethbridge--Medicine Hat,9,Occupations in manufacturing and utilities
Alberta,18.0,8.0,14.0,11.0,5.0,8.0,16.0,13.0,4820,Camrose--Drumheller,0,Management occupations
Alberta,2.0,0.0,1.0,1.0,3.0,5.0,27.0,21.0,4820,Camrose--Drumheller,1,"Business, finance and administration occupations"
Alberta,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4820,Camrose--Drumheller,2,Natural and applied sciences and related occupations
Alberta,19.0,0.0,1.0,7.0,0.0,7.0,13.0,26.0,4820,Camrose--Drumheller,3,Health occupations
Alberta,17.0,24.0,21.0,13.0,7.0,11.0,8.0,8.0,4820,Camrose--Drumheller,4,"Occupations in education, law and social, community and government services"
Alberta,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,4820,Camrose--Drumheller,5,"Occupations in art, culture, recreation and sport"
Alberta,179.0,149.0,149.0,200.0,134.0,144.0,517.0,489.0,4820,Camrose--Drumheller,6,Sales and service occupations
Alberta,18.0,10.0,12.0,9.0,10.0,3.0,94.0,62.0,4820,Camrose--Drumheller,7,"Trades, transport and equipment operators and related occupations"
Alberta,237.0,269.0,319.0,329.0,277.0,374.0,431.0,522.0,4820,Camrose--Drumheller,8,"Natural resources, agriculture and related production occupations"
Alberta,7.0,14.0,10.0,36.0,13.0,22.0,6.0,33.0,4820,Camrose--Drumheller,9,Occupations in manufacturing and utilities
Alberta,188.0,134.0,72.0,114.0,79.0,98.0,163.0,194.0,4830,Calgary,0,Management occupations
Alberta,81.0,70.0,58.0,179.0,155.0,180.0,736.0,990.0,4830,Calgary,1,"Business, finance and administration occupations"
Alberta,108.0,78.0,71.0,124.0,76.0,147.0,485.0,268.0,4830,Calgary,2,Natural and applied sciences and related occupations
Alberta,33.0,28.0,25.0,26.0,17.0,20.0,36.0,75.0,4830,Calgary,3,Health occupations
Alberta,516.0,467.0,589.0,425.0,158.0,233.0,176.0,207.0,4830,Calgary,4,"Occupations in education, law and social, community and government services"
Alberta,77.0,40.0,38.0,43.0,18.0,22.0,62.0,56.0,4830,Calgary,5,"Occupations in art, culture, recreation and sport"
Alberta,1103.0,970.0,774.0,1321.0,787.0,873.0,2796.0,3692.0,4830,Calgary,6,Sales and service occupations
Alberta,465.0,407.0,376.0,992.0,595.0,355.0,2156.0,2694.0,4830,Calgary,7,"Trades, transport and equipment operators and related occupations"
Alberta,215.0,176.0,279.0,247.0,255.0,212.0,301.0,614.0,4830,Calgary,8,"Natural resources, agriculture and related production occupations"
Alberta,67.0,31.0,60.0,70.0,20.0,37.0,152.0,193.0,4830,Calgary,9,Occupations in manufacturing and utilities
Alberta,12.0,14.0,5.0,11.0,10.0,6.0,18.0,8.0,4840,Banff--Jasper--Rocky Mountain House,0,Management occupations
Alberta,1.0,3.0,0.0,8.0,3.0,4.0,17.0,14.0,4840,Banff--Jasper--Rocky Mountain House,1,"Business, finance and administration occupations"
Alberta,2.0,1.0,4.0,3.0,1.0,0.0,0.0,2.0,4840,Banff--Jasper--Rocky Mountain House,2,Natural and applied sciences and related occupations
Alberta,5.0,1.0,1.0,3.0,2.0,2.0,4.0,21.0,4840,Banff--Jasper--Rocky Mountain House,3,Health occupations
Alberta,6.0,15.0,23.0,12.0,4.0,8.0,4.0,11.0,4840,Banff--Jasper--Rocky Mountain House,4,"Occupations in education, law and social, community and government services"
Alberta,29.0,17.0,19.0,10.0,1.0,1.0,1.0,14.0,4840,Banff--Jasper--Rocky Mountain House,5,"Occupations in art, culture, recreation and sport"
Alberta,257.0,264.0,212.0,494.0,234.0,265.0,1175.0,750.0,4840,Banff--Jasper--Rocky Mountain House,6,Sales and service occupations
Alberta,14.0,13.0,21.0,8.0,8.0,8.0,18.0,37.0,4840,Banff--Jasper--Rocky Mountain House,7,"Trades, transport and equipment operators and related occupations"
Alberta,14.0,38.0,68.0,67.0,45.0,47.0,57.0,82.0,4840,Banff--Jasper--Rocky Mountain House,8,"Natural resources, agriculture and related production occupations"
Alberta,3.0,2.0,0.0,10.0,0.0,0.0,4.0,9.0,4840,Banff--Jasper--Rocky Mountain House,9,Occupations in manufacturing and utilities
Alberta,23.0,8.0,3.0,8.0,5.0,1.0,13.0,18.0,4850,Red Deer,0,Management occupations
Alberta,2.0,2.0,1.0,2.0,2.0,7.0,17.0,21.0,4850,Red Deer,1,"Business, finance and administration occupations"
Alberta,8.0,8.0,4.0,6.0,1.0,0.0,6.0,9.0,4850,Red Deer,2,Natural and applied sciences and related occupations
Alberta,5.0,4.0,1.0,3.0,4.0,8.0,15.0,30.0,4850,Red Deer,3,Health occupations
Alberta,46.0,46.0,48.0,21.0,12.0,21.0,19.0,16.0,4850,Red Deer,4,"Occupations in education, law and social, community and government services"
Alberta,6.0,6.0,5.0,2.0,2.0,1.0,1.0,7.0,4850,Red Deer,5,"Occupations in art, culture, recreation and sport"
Alberta,139.0,134.0,117.0,192.0,102.0,139.0,447.0,514.0,4850,Red Deer,6,Sales and service occupations
Alberta,18.0,29.0,24.0,40.0,23.0,13.0,78.0,67.0,4850,Red Deer,7,"Trades, transport and equipment operators and related occupations"
Alberta,140.0,201.0,252.0,231.0,260.0,234.0,333.0,456.0,4850,Red Deer,8,"Natural resources, agriculture and related production occupations"
